step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,dest_freq,orig_freq
8,5000.93,0.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
403,1375.93,39672.19,38296.26,0.0,0.0,0,0,False,False,True,False,1,1
142,9387.6,101296.39,91908.79,0.0,0.0,0,0,False,False,True,False,1,1
203,304736.65,50526.0,0.0,46995.26,351731.91,0,0,True,False,False,False,20,1
284,154063.93,7054719.28,7208783.21,388415.07,234351.14,0,0,False,False,False,False,6,1
13,413032.46,3756.0,416788.46,114764.69,0.0,0,0,False,False,False,False,19,1
189,290132.99,0.0,0.0,1772735.07,2062868.06,0,0,True,False,False,False,26,1
328,1086782.27,0.0,0.0,4334991.17,5421773.44,0,0,False,False,False,True,26,1
187,258677.34,0.0,0.0,268608.27,527285.61,0,0,True,False,False,False,7,1
335,680.96,244624.0,243943.04,0.0,0.0,0,0,False,False,True,False,1,1
276,142803.7,3979275.72,4122079.42,314787.24,171983.54,0,0,False,False,False,False,12,1
228,404013.26,0.0,0.0,2168976.25,2572989.5,0,0,True,False,False,False,14,1
190,4192.45,141582.75,137390.3,0.0,0.0,0,0,False,False,True,False,1,1
38,6865.83,16065.0,9199.17,0.0,0.0,0,0,False,False,True,False,1,1
154,199096.88,0.0,0.0,403366.37,602463.25,0,0,True,False,False,False,17,1
183,40105.0,44462.0,84567.0,888624.22,848519.22,0,0,False,False,False,False,9,1
404,29753.14,99613.0,69859.86,0.0,0.0,0,0,False,False,True,False,1,1
37,37005.75,0.0,0.0,145970.25,182976.01,0,0,True,False,False,False,21,1
211,658510.65,0.0,0.0,4160208.26,4818718.91,0,0,False,False,False,True,20,1
357,14962.54,99053.0,84090.46,0.0,0.0,0,0,False,False,True,False,1,1
205,115930.12,2700081.42,2816011.53,2082239.58,1966309.46,0,0,False,False,False,False,13,1
287,205453.92,0.0,0.0,1924157.61,2129611.54,0,0,True,False,False,False,29,1
163,8548.76,21358.0,12809.24,0.0,0.0,0,0,False,False,True,False,1,1
514,1958230.6,69563.0,0.0,5345774.9,7304005.5,0,0,False,False,False,True,13,1
231,168377.94,0.0,0.0,1238581.58,1406959.51,0,0,True,False,False,False,13,1
250,142011.88,253857.0,395868.88,520248.21,378236.33,0,0,False,False,False,False,13,1
297,7803.55,0.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
378,261090.52,1906884.05,2167974.57,4584136.21,4323045.69,0,0,False,False,False,False,20,1
208,185642.4,43444.0,0.0,0.0,185642.4,0,0,True,False,False,False,5,1
349,22673.48,21910.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
252,318180.66,400960.77,82780.11,438344.43,762954.86,0,0,True,False,False,False,11,1
161,1416.71,188315.86,186899.15,0.0,0.0,0,0,False,False,True,False,1,1
202,8941.05,160.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
354,103884.78,9974.0,0.0,604986.43,708871.21,0,0,True,False,False,False,13,1
163,1412.48,10052.0,8639.52,0.0,0.0,0,0,False,False,True,False,1,1
236,93940.35,29505.0,123445.35,0.0,0.0,0,0,False,False,False,False,4,1
333,15039.71,0.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
380,10424.44,20809.0,10384.56,0.0,0.0,0,0,False,False,True,False,1,1
232,33530.31,4343409.73,4376940.04,80997.34,47467.03,0,0,False,False,False,False,11,1
405,7328.72,0.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
571,18593.97,5004065.66,5022659.62,61037.91,42443.94,0,0,False,False,False,False,9,1
139,111540.89,533807.17,645348.07,1998273.93,1886733.04,0,0,False,False,False,False,32,1
326,16769.79,15952.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
18,7858.1,20773.0,12914.9,0.0,0.0,0,0,False,False,True,False,1,1
300,292037.17,0.0,0.0,953736.46,1245773.64,0,0,False,False,False,True,11,1
257,63982.69,0.0,0.0,95692.27,159674.96,0,0,False,False,False,True,17,1
353,153216.34,7920054.5,8073270.84,474744.05,113510.5,0,0,False,False,False,False,9,1
155,3170.83,49631.0,46460.17,0.0,0.0,0,0,False,False,True,False,1,1
20,107313.94,0.0,0.0,1813650.37,2791624.38,0,0,True,False,False,False,45,1
202,134328.08,0.0,0.0,1137825.22,1272153.31,0,0,True,False,False,False,14,1
12,10446.68,0.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
323,214059.76,61891.0,0.0,0.0,214059.76,0,0,True,False,False,False,4,1
305,313733.83,10603.0,324336.83,0.0,0.0,0,0,False,False,False,False,2,1
348,22200.81,1608898.38,1631099.19,235527.08,213326.27,0,0,False,False,False,False,6,1
12,178217.38,0.0,0.0,4501961.18,4251161.93,0,0,True,False,False,False,26,1
229,220486.58,0.0,0.0,2269179.58,2489666.16,0,0,True,False,False,False,21,1
396,875213.55,0.0,0.0,4309830.28,5185043.84,0,0,False,False,False,True,25,1
11,14459.22,39948.0,25488.78,0.0,0.0,0,0,False,False,True,False,1,1
236,121422.39,0.0,0.0,1626826.73,1748249.12,0,0,True,False,False,False,20,1
154,39590.21,0.0,0.0,318883.91,358474.12,0,0,True,False,False,False,20,1
301,273339.15,339571.0,66231.85,696280.86,969620.01,0,0,True,False,False,False,15,1
7,77253.21,1091.15,0.0,471444.0,336403.65,0,0,True,False,False,False,53,1
10,74190.1,249729.76,175539.66,318930.32,21980.31,0,0,True,False,False,False,31,1
253,231641.71,0.0,0.0,1833515.56,2065157.27,0,0,True,False,False,False,14,1
191,35269.59,1377518.85,1412788.44,610488.88,575219.29,0,0,False,False,False,False,12,1
207,95024.86,0.0,0.0,186797.47,281822.33,0,0,True,False,False,False,15,1
302,386023.54,0.0,0.0,389015.34,775038.88,0,0,True,False,False,False,7,1
212,116135.75,204673.0,320808.75,0.0,0.0,0,0,False,False,False,False,6,1
328,212884.77,0.0,0.0,2277569.78,2490454.55,0,0,True,False,False,False,13,2
137,305973.1,392034.0,698007.1,0.0,0.0,0,0,False,False,False,False,12,1
94,162920.46,8643332.42,8806252.88,7520724.02,7357803.55,0,0,False,False,False,False,19,1
374,255955.77,2002.0,0.0,0.0,255955.77,0,0,True,False,False,False,3,1
250,4987.09,299610.0,294622.91,0.0,0.0,0,0,False,False,True,False,1,1
42,107141.17,12453.0,0.0,259702.29,515055.45,0,0,True,False,False,False,16,1
155,45301.79,0.0,0.0,1278399.51,1323701.3,0,0,True,False,False,False,20,1
234,115712.36,0.0,0.0,1098693.52,1214405.88,0,0,False,False,False,True,14,1
656,5220.64,2062.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
374,91206.28,109671.0,200877.28,41086.89,0.0,0,0,False,False,False,False,5,1
299,20936.47,7182.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
182,173655.13,159039.0,0.0,163853.98,337509.11,0,0,True,False,False,False,19,1
330,218540.35,0.0,0.0,8530150.36,8748690.71,0,0,True,False,False,False,21,1
39,440759.52,0.0,0.0,933334.67,1374094.19,0,0,True,False,False,False,25,1
249,268912.48,0.0,0.0,1111399.5,1380311.99,0,0,False,False,False,True,12,1
191,245.4,0.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
331,35206.18,0.0,0.0,142763.66,177969.84,0,0,False,False,False,True,2,1
136,13382.29,0.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
252,4859.63,4106822.89,4111682.52,251879.35,247019.72,0,0,False,False,False,False,3,1
41,518339.83,0.0,0.0,7554201.05,8072540.88,0,0,False,False,False,True,40,1
39,451310.12,54987.0,0.0,974842.68,1797288.53,0,0,False,False,False,True,30,1
346,161121.07,1888481.45,2049602.52,412090.16,250969.1,0,0,False,False,False,False,4,1
644,49364.07,41623.0,0.0,158009.13,207373.19,0,0,True,False,False,False,6,1
374,92119.49,3297740.33,3389859.82,1950696.11,1858576.62,0,0,False,False,False,False,15,1
355,282508.76,23379.0,305887.76,66891.81,0.0,0,0,False,False,False,False,1,1
236,813462.62,153223.0,0.0,67479.59,880942.21,0,0,False,False,False,True,8,1
307,53797.94,113452.0,59654.06,309554.38,363352.32,0,0,True,False,False,False,16,1
225,82797.84,31931.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
40,529508.88,8049.0,0.0,0.0,529508.88,0,0,True,False,False,False,24,1
303,13763.87,0.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
350,13176.51,0.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
335,58760.91,480859.24,422098.33,0.0,0.0,0,0,False,False,True,False,1,1
322,1096.42,11227.0,10130.58,1013259.91,1014356.33,0,0,False,True,False,False,8,1
232,42843.05,0.0,0.0,3758226.36,3801069.41,0,0,True,False,False,False,40,1
227,74833.8,1392489.11,1467322.91,158074.64,83240.85,0,0,False,False,False,False,10,1
301,206764.77,1767.0,208531.77,774962.57,568197.8,0,0,False,False,False,False,21,1
399,164032.21,227653.0,63620.79,0.0,164032.21,0,0,True,False,False,False,5,1
590,9296.83,0.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
255,235731.9,14954.0,0.0,2981264.46,3216996.36,0,0,True,False,False,False,19,1
187,142259.85,22861.0,0.0,211427.16,353687.02,0,0,True,False,False,False,12,1
356,8164.01,0.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
348,95263.11,7356221.51,7451484.62,143134.82,47871.71,0,0,False,False,False,False,7,1
300,249585.52,12086210.8,12335796.32,468270.14,218684.62,0,0,False,False,False,False,12,1
177,396792.55,793.0,397585.55,0.0,0.0,0,0,False,False,False,False,10,2
201,15068.73,0.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
184,440773.08,0.0,0.0,1138196.74,1578969.82,0,0,True,False,False,False,24,1
155,14298.25,0.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
185,78108.5,16856365.12,16934473.62,238095.59,159987.08,0,0,False,False,False,False,8,1
249,12596.61,0.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
177,31141.94,1362949.88,1394091.82,1669373.11,1638231.17,0,0,False,False,False,False,18,1
373,1251.94,0.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
382,1068.21,4006.95,2938.74,0.0,0.0,0,0,False,False,True,False,1,1
95,455834.18,563701.88,1019536.06,2838201.48,2382367.3,0,0,False,False,False,False,30,1
132,14511.02,0.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
322,28591.42,0.0,0.0,1211089.44,1239680.86,0,0,True,False,False,False,10,1
19,193890.52,26921.0,220811.52,232872.2,38981.68,0,0,False,False,False,False,17,1
129,129041.74,265.0,0.0,0.0,129041.74,0,0,True,False,False,False,6,1
132,215925.55,0.0,0.0,411942.41,627867.96,0,0,True,False,False,False,10,1
183,136964.13,0.0,0.0,3926844.12,4063808.26,0,0,True,False,False,False,36,1
44,3551.26,843.47,0.0,0.0,0.0,0,0,False,False,True,False,1,1
7,1331086.47,15432.0,0.0,59949.22,1313362.94,0,0,False,False,False,True,48,1
393,244211.66,0.0,0.0,880497.39,1124709.04,0,0,True,False,False,False,10,1
206,2901.96,56324.0,53422.04,0.0,0.0,0,0,False,False,True,False,1,1
396,386669.45,0.0,0.0,699568.7,1488239.23,0,0,True,False,False,False,20,1
157,24104.54,0.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
204,265293.29,351.0,265644.29,2215022.18,1949728.89,0,0,False,False,False,False,10,1
18,619.31,965806.14,965186.83,0.0,619.31,0,0,True,False,False,False,18,1
306,875582.25,94595.97,0.0,9622156.32,10497738.57,0,0,False,False,False,True,7,1
330,54330.72,0.0,0.0,176658.69,230989.41,0,0,True,False,False,False,7,1
249,13344.1,7292.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
289,8579.34,20366.0,11786.66,0.0,0.0,0,0,False,False,True,False,1,1
46,163051.33,15392.0,0.0,2463135.58,2626186.91,0,0,True,False,False,False,40,1
301,110568.66,2056769.3,2167337.96,175630.33,65061.66,0,0,False,False,False,False,14,1
154,22434.71,10420.14,0.0,0.0,0.0,0,0,False,False,True,False,1,1
10,313664.24,0.0,0.0,9150645.97,9464310.21,0,0,True,False,False,False,45,1
208,125991.42,7310.0,0.0,822675.7,950520.3,0,0,True,False,False,False,13,1
349,93496.01,0.0,0.0,2087164.19,2180660.2,0,0,True,False,False,False,16,1
156,113147.72,3985489.64,4098637.36,213116.03,99968.31,0,0,False,False,False,False,17,1
208,437371.03,0.0,0.0,564026.21,1001397.24,0,0,False,False,False,True,11,1
18,7848.71,196040.06,188191.35,0.0,0.0,0,0,False,False,True,False,1,1
253,296870.15,13201.0,310071.15,118599.44,0.0,0,0,False,False,False,False,2,1
395,46773.06,7600788.34,7647561.4,3521517.05,3474744.0,0,0,False,False,False,False,18,1
328,106799.55,876341.87,983141.42,980615.68,873816.13,0,0,False,False,False,False,21,1
278,327534.3,0.0,0.0,1067390.45,1394924.75,0,0,False,False,False,True,13,1
518,153990.5,201778.0,47787.5,0.0,153990.5,0,0,False,False,False,True,8,1
42,935639.61,89771.37,0.0,2037867.29,2973506.9,0,0,False,False,False,True,27,1
258,423808.74,0.0,0.0,755968.04,1179776.78,0,0,True,False,False,False,13,1
164,12209.45,16901.0,4691.55,0.0,0.0,0,0,False,False,True,False,1,1
353,220141.98,10089.0,230230.98,1352478.87,1132336.88,0,0,False,False,False,False,8,1
34,320395.22,1158528.94,1478924.15,405213.09,13592.78,0,0,False,False,False,False,16,1
140,5222.23,30296.0,25073.77,0.0,0.0,0,0,False,False,True,False,1,1
233,29279.51,0.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
255,206.84,25968.18,25761.34,0.0,0.0,0,0,False,False,True,False,1,1
137,71997.46,0.0,0.0,594918.75,666916.22,0,0,True,False,False,False,12,1
15,135411.69,0.0,0.0,1182915.15,1318326.84,0,0,True,False,False,False,29,1
210,68324.55,0.0,0.0,324774.11,393098.67,0,0,False,False,False,True,9,1
129,29158.25,480.0,29638.25,72959.23,43800.99,0,0,False,False,False,False,14,1
154,297656.83,1018457.76,1316114.59,841526.89,543870.06,0,0,False,False,False,False,14,1
275,156765.52,0.0,0.0,383977.55,540743.07,0,0,True,False,False,False,17,1
683,93483.23,93483.23,0.0,86882.3,180365.53,1,0,True,False,False,False,3,1
43,218440.55,52085.0,0.0,0.0,218440.55,0,0,True,False,False,False,8,1
402,14872.25,276972.22,262099.98,0.0,0.0,0,0,False,False,True,False,1,1
300,25540.34,50002.0,24461.66,0.0,0.0,0,0,False,False,True,False,1,1
41,336.46,50076.0,49739.54,0.0,0.0,0,0,False,False,True,False,1,1
216,46031.43,0.0,0.0,255950.5,301981.94,0,0,True,False,False,False,15,1
40,144153.46,27764.0,0.0,0.0,144153.46,0,0,True,False,False,False,11,1
186,378955.73,0.0,0.0,834854.48,1213810.2,0,0,True,False,False,False,24,1
234,17147.59,12154.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
349,48213.75,5866.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
41,210391.93,11016371.05,11226762.98,336890.42,126498.49,0,0,False,False,False,False,16,1
160,5718.88,6731.0,1012.12,0.0,0.0,0,0,False,False,True,False,1,1
138,141273.15,24639886.52,24781159.68,484939.6,219172.46,0,0,False,False,False,False,24,1
229,4962.99,14752.0,9789.01,0.0,0.0,0,0,False,False,True,False,1,1
177,242090.12,17528542.66,17770632.78,319311.17,77221.05,0,0,False,False,False,False,7,1
155,1854.44,0.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
187,78860.27,22076.0,100936.27,611984.08,533123.81,0,0,False,False,False,False,10,1
234,5392.12,10831.0,5438.88,0.0,0.0,0,0,False,False,True,False,1,1
177,17076.51,0.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
37,90723.94,0.0,0.0,443762.91,534486.84,0,0,True,False,False,False,23,1
500,111054.72,0.0,0.0,469056.05,580110.77,0,0,True,False,False,False,4,1
138,25884.0,0.0,0.0,914340.08,940224.07,0,0,True,False,False,False,31,1
131,35472.9,62054.0,26581.1,20758.0,0.0,0,0,True,False,False,False,14,1
330,34917.61,0.0,0.0,0.0,0.0,0,0,False,False,True,False,1,2
393,38264.08,0.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
395,378992.97,20817.0,0.0,2824674.08,3203667.05,0,0,True,False,False,False,9,1
163,318738.99,20646.0,0.0,108693.67,427432.66,0,0,True,False,False,False,13,1
140,122363.61,10332.0,0.0,2253089.4,2375453.01,0,0,True,False,False,False,22,1
137,145029.16,0.0,0.0,377126.48,522155.64,0,0,True,False,False,False,11,1
348,140162.25,0.0,0.0,279167.7,419329.95,0,0,True,False,False,False,3,1
589,23715.07,18776.87,0.0,0.0,0.0,0,0,False,False,True,False,1,1
303,75987.34,0.0,0.0,292097.62,368084.95,0,0,True,False,False,False,7,1
231,267612.19,22636.0,290248.19,1686430.16,1418817.97,0,0,False,False,False,False,10,1
258,8360.75,0.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
306,143963.11,0.0,0.0,11154493.77,11298456.88,0,0,True,False,False,False,27,1
35,143114.75,25591748.33,25734863.08,469426.51,326311.76,0,0,False,False,False,False,24,1
211,207918.1,1050179.99,1258098.09,351463.09,143545.0,0,0,False,False,False,False,11,1
596,57695.35,51.0,0.0,153877.17,211572.52,0,0,True,False,False,False,4,1
375,12460.31,1376.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
157,52551.05,2000991.33,2053542.38,834048.33,781497.28,0,0,False,False,False,False,30,1
139,56449.99,104427.02,47977.03,192809.72,249259.71,0,0,True,False,False,False,17,1
352,16532.0,0.0,0.0,0.0,0.0,0,0,False,False,True,False,1,1
40,148331.79,475903.82,327572.03,61167.64,209499.44,0,0,True,False,False,False,15,1
185,5021.82,64831.0,59809.18,0.0,0.0,0,0,False,False,True,False,1,1
522,195002.03,0.0,0.0,236462.56,431464.59,0,0,True,False,False,False,3,1
